id,id_inf,id_res,id_content,title,year_ceremony,category,name,winner,Directed by,Based on,Starring,Distributed by,Budget,Budget (float) x Million,Box office,Box office (float) x million,IMDB,Metascore,Rotten Tomatoes
1,26,10359,,1917,2020,CINEMATOGRAPHY,Roger Deakins,TRUE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
2,26,10368,,1917,2020,DIRECTING,Sam Mendes,FALSE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
3,26,10395,,1917,2020,MAKEUP AND HAIRSTYLING,"Naomi Donne, Tristan Versluis and Rebecca Cole",FALSE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
4,26,10399,,1917,2020,MUSIC (Original Score),Thomas Newman,FALSE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
5,26,10412,,1917,2020,BEST PICTURE,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers",FALSE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
6,26,10417,,1917,2020,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Lee Sandales,FALSE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
7,26,10432,,1917,2020,SOUND EDITING,Oliver Tarney and Rachael Tate,FALSE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
8,26,10438,,1917,2020,SOUND MIXING,Mark Taylor and Stuart Wilson,TRUE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
9,26,10443,,1917,2020,VISUAL EFFECTS,"Guillaume Rocheron, Greg Butler and Dominic Tuohy",TRUE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
10,26,10452,,1917,2020,WRITING (Original Screenplay),Written by Sam Mendes & Krysty Wilson-Cairns,FALSE,Sam Mendes,,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong', 'Andrew Scott', 'Richard Madden', 'Claire Duburcq', 'Colin Firth', 'Benedict Cumberbatch']","['Universal Pictures (Worldwide)', 'Entertainment One ( United Kingdom and Ireland )']",$95 million,95.00,$384.9 million,384.90,8.3,78,89
11,110,9571,,12 Years a Slave,2014,ACTOR IN A LEADING ROLE,Chiwetel Ejiofor,FALSE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
12,110,9575,,12 Years a Slave,2014,ACTOR IN A SUPPORTING ROLE,Michael Fassbender,FALSE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
13,110,9585,,12 Years a Slave,2014,ACTRESS IN A SUPPORTING ROLE,Lupita Nyong'o,TRUE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
14,110,9603,,12 Years a Slave,2014,COSTUME DESIGN,Patricia Norris,FALSE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
15,110,9607,,12 Years a Slave,2014,DIRECTING,Steve McQueen,FALSE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
16,110,9623,,12 Years a Slave,2014,FILM EDITING,Joe Walker,FALSE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
17,110,9649,,12 Years a Slave,2014,BEST PICTURE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",TRUE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
18,110,9656,,12 Years a Slave,2014,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Alice Baker,FALSE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
19,110,9685,,12 Years a Slave,2014,WRITING (Adapted Screenplay),Screenplay by John Ridley,TRUE,Steve McQueen,"['Twelve Years a Slave', 'by', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Paul Giamatti', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard']","['Fox Searchlight Pictures (North America)', 'Entertainment One Films (United Kingdom and Ireland)', 'Summit Entertainment (International)']",$20–22 million,20.00,$187.7 million,187.70,8.1,96,95
20,783,2935,,"20,000 Leagues Under the Sea",1955,ART DIRECTION (Color),Art Direction: John Meehan; Set Decoration: Emile Kuri,TRUE,Richard Fleischer,"['Twenty Thousand Leagues Under the Sea', 'by', 'Jules Verne']","['Kirk Douglas', 'James Mason', 'Paul Lukas', 'Peter Lorre']",Buena Vista Distribution,$5 million,5.00,$28.2 million,28.20,7.2,83,89
21,783,2971,,"20,000 Leagues Under the Sea",1955,FILM EDITING,Elmo Williams,FALSE,Richard Fleischer,"['Twenty Thousand Leagues Under the Sea', 'by', 'Jules Verne']","['Kirk Douglas', 'James Mason', 'Paul Lukas', 'Peter Lorre']",Buena Vista Distribution,$5 million,5.00,$28.2 million,28.20,7.2,83,89
22,783,3013,,"20,000 Leagues Under the Sea",1955,SPECIAL EFFECTS,Walt Disney Studios,TRUE,Richard Fleischer,"['Twenty Thousand Leagues Under the Sea', 'by', 'Jules Verne']","['Kirk Douglas', 'James Mason', 'Paul Lukas', 'Peter Lorre']",Buena Vista Distribution,$5 million,5.00,$28.2 million,28.20,7.2,83,89
23,281,8166,,A Beautiful Mind,2002,ACTOR IN A LEADING ROLE,Russell Crowe,FALSE,Ron Howard,"['A Beautiful Mind', 'by', 'Sylvia Nasar']","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Paul Bettany', 'Adam Goldberg', 'Judd Hirsch', 'Josh Lucas', 'Anthony Rapp', 'Christopher Plummer']","['Universal Pictures', 'DreamWorks Pictures']",$58 million,58.00,$316.8 million,316.80,8.2,72,74
24,281,8181,,A Beautiful Mind,2002,ACTRESS IN A SUPPORTING ROLE,Jennifer Connelly,TRUE,Ron Howard,"['A Beautiful Mind', 'by', 'Sylvia Nasar']","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Paul Bettany', 'Adam Goldberg', 'Judd Hirsch', 'Josh Lucas', 'Anthony Rapp', 'Christopher Plummer']","['Universal Pictures', 'DreamWorks Pictures']",$58 million,58.00,$316.8 million,316.80,8.2,72,74
25,281,8204,,A Beautiful Mind,2002,DIRECTING,Ron Howard,TRUE,Ron Howard,"['A Beautiful Mind', 'by', 'Sylvia Nasar']","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Paul Bettany', 'Adam Goldberg', 'Judd Hirsch', 'Josh Lucas', 'Anthony Rapp', 'Christopher Plummer']","['Universal Pictures', 'DreamWorks Pictures']",$58 million,58.00,$316.8 million,316.80,8.2,72,74
26,281,8217,,A Beautiful Mind,2002,FILM EDITING,"Mike Hill, Dan Hanley",FALSE,Ron Howard,"['A Beautiful Mind', 'by', 'Sylvia Nasar']","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Paul Bettany', 'Adam Goldberg', 'Judd Hirsch', 'Josh Lucas', 'Anthony Rapp', 'Christopher Plummer']","['Universal Pictures', 'DreamWorks Pictures']",$58 million,58.00,$316.8 million,316.80,8.2,72,74
27,281,8227,,A Beautiful Mind,2002,MAKEUP,"Greg Cannom, Colleen Callaghan",FALSE,Ron Howard,"['A Beautiful Mind', 'by', 'Sylvia Nasar']","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Paul Bettany', 'Adam Goldberg', 'Judd Hirsch', 'Josh Lucas', 'Anthony Rapp', 'Christopher Plummer']","['Universal Pictures', 'DreamWorks Pictures']",$58 million,58.00,$316.8 million,316.80,8.2,72,74
28,281,8231,,A Beautiful Mind,2002,MUSIC (Original Score),James Horner,FALSE,Ron Howard,"['A Beautiful Mind', 'by', 'Sylvia Nasar']","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Paul Bettany', 'Adam Goldberg', 'Judd Hirsch', 'Josh Lucas', 'Anthony Rapp', 'Christopher Plummer']","['Universal Pictures', 'DreamWorks Pictures']",$58 million,58.00,$316.8 million,316.80,8.2,72,74
29,281,8240,,A Beautiful Mind,2002,BEST PICTURE,"Brian Grazer and Ron Howard, Producers",TRUE,Ron Howard,"['A Beautiful Mind', 'by', 'Sylvia Nasar']","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Paul Bettany', 'Adam Goldberg', 'Judd Hirsch', 'Josh Lucas', 'Anthony Rapp', 'Christopher Plummer']","['Universal Pictures', 'DreamWorks Pictures']",$58 million,58.00,$316.8 million,316.80,8.2,72,74
30,281,8265,,A Beautiful Mind,2002,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Akiva Goldsman,TRUE,Ron Howard,"['A Beautiful Mind', 'by', 'Sylvia Nasar']","['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Paul Bettany', 'Adam Goldberg', 'Judd Hirsch', 'Josh Lucas', 'Anthony Rapp', 'Christopher Plummer']","['Universal Pictures', 'DreamWorks Pictures']",$58 million,58.00,$316.8 million,316.80,8.2,72,74
31,58,6403,,A Fantastic Woman,1986,ACTOR IN A LEADING ROLE,Harrison Ford,FALSE,Sebastián Lelio,,"['Daniela Vega', 'Francisco Reyes']","['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']",,,$3.7 million,3.70,,,
32,58,6427,,A Fantastic Woman,1986,ART DIRECTION,Art Direction: Stan Jolley; Set Decoration: John Anderson,FALSE,Sebastián Lelio,,"['Daniela Vega', 'Francisco Reyes']","['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']",,,$3.7 million,3.70,,,
33,58,6432,,A Fantastic Woman,1986,CINEMATOGRAPHY,John Seale,FALSE,Sebastián Lelio,,"['Daniela Vega', 'Francisco Reyes']","['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']",,,$3.7 million,3.70,,,
34,58,6442,,A Fantastic Woman,1986,DIRECTING,Peter Weir,FALSE,Sebastián Lelio,,"['Daniela Vega', 'Francisco Reyes']","['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']",,,$3.7 million,3.70,,,
35,58,6457,,A Fantastic Woman,1986,FILM EDITING,Thom Noble,TRUE,Sebastián Lelio,,"['Daniela Vega', 'Francisco Reyes']","['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']",,,$3.7 million,3.70,,,
36,58,6470,,A Fantastic Woman,1986,MUSIC (Original Score),Maurice Jarre,FALSE,Sebastián Lelio,,"['Daniela Vega', 'Francisco Reyes']","['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']",,,$3.7 million,3.70,,,
37,58,6480,,A Fantastic Woman,1986,BEST PICTURE,"Edward S. Feldman, Producer",FALSE,Sebastián Lelio,,"['Daniela Vega', 'Francisco Reyes']","['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']",,,$3.7 million,3.70,,,
38,58,6507,,A Fantastic Woman,1986,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Earl W. Wallace, William Kelley; Story by William Kelley, Pamela Wallace, Earl W. Wallace",TRUE,Sebastián Lelio,,"['Daniela Vega', 'Francisco Reyes']","['Participant Media (Chile)', 'Piffl Medien (Germany)', 'Bteam Pictures (Spain)', 'Sony Pictures Classics (United States)']",,,$3.7 million,3.70,,,
39,468,6726,,A Fish Called Wanda,1989,ACTOR IN A SUPPORTING ROLE,Kevin Kline,TRUE,Charles Crichton,,"['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin']","['MGM/UA Communications Co.', '(United States)', 'United International Pictures', '(International)']",$8 million,8.00,$177.9 million,177.90,7.5,80,96
40,468,6755,,A Fish Called Wanda,1989,DIRECTING,Charles Crichton,FALSE,Charles Crichton,,"['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin']","['MGM/UA Communications Co.', '(United States)', 'United International Pictures', '(International)']",$8 million,8.00,$177.9 million,177.90,7.5,80,96
41,468,6820,,A Fish Called Wanda,1989,WRITING (Screenplay Written Directly for the Screen),"Screenplay by John Cleese; Story by John Cleese, Charles Crichton",FALSE,Charles Crichton,,"['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin']","['MGM/UA Communications Co.', '(United States)', 'United International Pictures', '(International)']",$8 million,8.00,$177.9 million,177.90,7.5,80,96
42,90,9869,,A Girl in the River: The Price of Forgiveness,2016,DOCUMENTARY (Short Subject),Sharmeen Obaid-Chinoy,TRUE,Sharmeen Obaid-Chinoy,,,HBO,,,,,7.9,,
43,765,4456,,A Herb Alpert and the Tijuana Brass Double Feature,1967,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",TRUE,John Hubley,,,,,,,,,,
44,757,4364,,A Man for All Seasons,1967,ACTOR,Paul Scofield,TRUE,Fred Zinnemann,"['A Man for All Seasons', 'by Robert Bolt']","['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Orson Welles', 'Robert Shaw', 'Susannah York']",Columbia Pictures,$2million,2.00,$28.4million,28.40,7.7,72,83
45,757,4369,,A Man for All Seasons,1967,ACTOR IN A SUPPORTING ROLE,Robert Shaw,FALSE,Fred Zinnemann,"['A Man for All Seasons', 'by Robert Bolt']","['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Orson Welles', 'Robert Shaw', 'Susannah York']",Columbia Pictures,$2million,2.00,$28.4million,28.40,7.7,72,83
46,757,4376,,A Man for All Seasons,1967,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,FALSE,Fred Zinnemann,"['A Man for All Seasons', 'by Robert Bolt']","['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Orson Welles', 'Robert Shaw', 'Susannah York']",Columbia Pictures,$2million,2.00,$28.4million,28.40,7.7,72,83
47,757,4397,,A Man for All Seasons,1967,CINEMATOGRAPHY (Color),Ted Moore,TRUE,Fred Zinnemann,"['A Man for All Seasons', 'by Robert Bolt']","['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Orson Welles', 'Robert Shaw', 'Susannah York']",Columbia Pictures,$2million,2.00,$28.4million,28.40,7.7,72,83
48,757,4408,,A Man for All Seasons,1967,COSTUME DESIGN (Color),"Elizabeth Haffenden, Joan Bridge",TRUE,Fred Zinnemann,"['A Man for All Seasons', 'by Robert Bolt']","['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Orson Welles', 'Robert Shaw', 'Susannah York']",Columbia Pictures,$2million,2.00,$28.4million,28.40,7.7,72,83
49,757,4412,,A Man for All Seasons,1967,DIRECTING,Fred Zinnemann,TRUE,Fred Zinnemann,"['A Man for All Seasons', 'by Robert Bolt']","['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Orson Welles', 'Robert Shaw', 'Susannah York']",Columbia Pictures,$2million,2.00,$28.4million,28.40,7.7,72,83
50,757,4451,,A Man for All Seasons,1967,BEST PICTURE,"Fred Zinnemann, Producer",TRUE,Fred Zinnemann,"['A Man for All Seasons', 'by Robert Bolt']","['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Orson Welles', 'Robert Shaw', 'Susannah York']",Columbia Pictures,$2million,2.00,$28.4million,28.40,7.7,72,83
51,757,4471,,A Man for All Seasons,1967,WRITING (Screenplay--based on material from another medium),Robert Bolt,TRUE,Fred Zinnemann,"['A Man for All Seasons', 'by Robert Bolt']","['Paul Scofield', 'Wendy Hiller', 'Leo McKern', 'Orson Welles', 'Robert Shaw', 'Susannah York']",Columbia Pictures,$2million,2.00,$28.4million,28.40,7.7,72,83
52,775,4248,,A Patch of Blue,1966,ACTRESS,Elizabeth Hartman,FALSE,Guy Green,"['Be Ready with Bells and Drums', '1961 novel', 'by', 'Elizabeth Kata']","['Sidney Poitier', 'Shelley Winters', 'Elizabeth Hartman']",Metro-Goldwyn-Mayer,"$800,000",0.80,"$6,750,000 (rentals)",6.75,8.0,73,89
53,775,4253,,A Patch of Blue,1966,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,TRUE,Guy Green,"['Be Ready with Bells and Drums', '1961 novel', 'by', 'Elizabeth Kata']","['Sidney Poitier', 'Shelley Winters', 'Elizabeth Hartman']",Metro-Goldwyn-Mayer,"$800,000",0.80,"$6,750,000 (rentals)",6.75,8.0,73,89
54,775,4256,,A Patch of Blue,1966,ART DIRECTION (Black-and-White),"Art Direction: George W. Davis, Urie McCleary; Set Decoration: Henry Grace, Charles S. Thompson",FALSE,Guy Green,"['Be Ready with Bells and Drums', '1961 novel', 'by', 'Elizabeth Kata']","['Sidney Poitier', 'Shelley Winters', 'Elizabeth Hartman']",Metro-Goldwyn-Mayer,"$800,000",0.80,"$6,750,000 (rentals)",6.75,8.0,73,89
55,775,4268,,A Patch of Blue,1966,CINEMATOGRAPHY (Black-and-White),Robert Burks,FALSE,Guy Green,"['Be Ready with Bells and Drums', '1961 novel', 'by', 'Elizabeth Kata']","['Sidney Poitier', 'Shelley Winters', 'Elizabeth Hartman']",Metro-Goldwyn-Mayer,"$800,000",0.80,"$6,750,000 (rentals)",6.75,8.0,73,89
56,775,4313,,A Patch of Blue,1966,MUSIC (Music Score--substantially original),Jerry Goldsmith,FALSE,Guy Green,"['Be Ready with Bells and Drums', '1961 novel', 'by', 'Elizabeth Kata']","['Sidney Poitier', 'Shelley Winters', 'Elizabeth Hartman']",Metro-Goldwyn-Mayer,"$800,000",0.80,"$6,750,000 (rentals)",6.75,8.0,73,89
57,412,7182,,A River Runs Through It,1993,CINEMATOGRAPHY,Philippe Rousselot,TRUE,Robert Redford,"['A River Runs Through It', 'by', 'Norman Maclean']","['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn', 'Emily Lloyd']","['Columbia Pictures', '(Global)', 'Guild Film Distribution', '(United Kingdom)']",$12 million,12.00,$66 million,66.00,7.2,68,8
58,412,7221,,A River Runs Through It,1993,MUSIC (Original Score),Mark Isham,FALSE,Robert Redford,"['A River Runs Through It', 'by', 'Norman Maclean']","['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn', 'Emily Lloyd']","['Columbia Pictures', '(Global)', 'Guild Film Distribution', '(United Kingdom)']",$12 million,12.00,$66 million,66.00,7.2,68,8
59,412,7256,,A River Runs Through It,1993,WRITING (Screenplay Based on Material Previously Produced or Published),Richard Friedenberg,FALSE,Robert Redford,"['A River Runs Through It', 'by', 'Norman Maclean']","['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn', 'Emily Lloyd']","['Columbia Pictures', '(Global)', 'Guild Film Distribution', '(United Kingdom)']",$12 million,12.00,$66 million,66.00,7.2,68,8
60,144,9384,60,A Separation,2012,FOREIGN LANGUAGE FILM,Iran,TRUE,Asghar Farhadi,,"['Leila Hatami', 'Peyman Moaadi', 'Shahab Hosseini', 'Kimiya Hosseini', 'Babak Karimi', 'Sareh Bayat', 'Sarina Farhadi', 'Merila Zarei']",Filmiran,"$800,000",0.80,$24.4 million,24.40,9.6,,
61,144,9438,61,A Separation,2012,WRITING (Original Screenplay),Written by Asghar Farhadi,FALSE,Asghar Farhadi,,"['Leila Hatami', 'Peyman Moaadi', 'Shahab Hosseini', 'Kimiya Hosseini', 'Babak Karimi', 'Sareh Bayat', 'Sarina Farhadi', 'Merila Zarei']",Filmiran,"$800,000",0.80,$24.4 million,24.40,9.6,,
62,626,529,,A Star Is Born,1938,ACTOR,Fredric March,FALSE,Frank Pierson,"['A Star Is Born', 'by', 'William A. Wellman', 'Robert Carson', 'Dorothy Parker', 'Alan Campbell']","['Barbra Streisand', 'Kris Kristofferson']",Warner Bros. Pictures,"['$6 million', '(equivalent to $27.29xa0million in 2020)']",6.00,"['$80 million', '(equivalent to $363.84xa0million in 2020)']",80.00,7.6,88,9
63,37,530,,A Star Is Born,1938,ACTOR,Fredric March,FALSE,Bradley Cooper,"['A Star Is Born (1954 screenplay) by Moss Hart', 'A Star Is Born (1976 screenplay) by John Gregory Dunne Joan Didion Frank Pierson', 'John Gregory Dunne', 'Joan Didion', 'Frank Pierson', 'A Star Is Born (story) by William Wellman Robert Carson', 'William Wellman', 'Robert Carson']","['Bradley Cooper', 'Lady Gaga', 'Andrew Dice Clay', 'Dave Chappelle', 'Sam Elliott']",Warner Bros. Pictures,$36 million,6.00,$436.2 million,436.20,7.6,88,9
64,626,541,,A Star Is Born,1938,ACTRESS,Janet Gaynor,FALSE,Frank Pierson,"['A Star Is Born', 'by', 'William A. Wellman', 'Robert Carson', 'Dorothy Parker', 'Alan Campbell']","['Barbra Streisand', 'Kris Kristofferson']",Warner Bros. Pictures,"['$6 million', '(equivalent to $27.29xa0million in 2020)']",6.00,"['$80 million', '(equivalent to $363.84xa0million in 2020)']",80.00,7.6,88,9
65,37,542,,A Star Is Born,1938,ACTRESS,Janet Gaynor,FALSE,Bradley Cooper,"['A Star Is Born (1954 screenplay) by Moss Hart', 'A Star Is Born (1976 screenplay) by John Gregory Dunne Joan Didion Frank Pierson', 'John Gregory Dunne', 'Joan Didion', 'Frank Pierson', 'A Star Is Born (story) by William Wellman Robert Carson', 'William Wellman', 'Robert Carson']","['Bradley Cooper', 'Lady Gaga', 'Andrew Dice Clay', 'Dave Chappelle', 'Sam Elliott']",Warner Bros. Pictures,$36 million,36.00,$436.2 million,436.20,7.6,88,9
66,626,566,,A Star Is Born,1938,ASSISTANT DIRECTOR,Eric Stacey,FALSE,Frank Pierson,"['A Star Is Born', 'by', 'William A. Wellman', 'Robert Carson', 'Dorothy Parker', 'Alan Campbell']","['Barbra Streisand', 'Kris Kristofferson']",Warner Bros. Pictures,"['$6 million', '(equivalent to $27.29xa0million in 2020)']",6.00,"['$80 million', '(equivalent to $363.84xa0million in 2020)']",80.00,7.6,88,9
