"id_content","551","0","0","551"
"id_production","551","0","0","551"
"title_production","551","0","0","551"
"genre","551","0","0","110"
"premiere","551","0","0","370"
"runtime","551","0","0","118"
"imdb_score","551","0","0","52"
"language","551","0","0","37"
